Functional Location Name L6,Functional Location Type L6,Functional Location Id L6,Functional Location Name L5,Functional Location Type L5,Functional Location Id L5,Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,North,Region,100092,Kings Meadows Community Health Centre (KMCHC),Site,102137,Community Health Centre,Building,101681,01. Lower Ground Floor,Floor,101102,BLDG Structure,Structure,100520,BLD100329,0213-01 Community Health Centre-LGF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Kings Meadows Community Health Centre (KMCHC),Site,102137,Community Health Centre,Building,101681,02. Ground Floor,Floor,101444,BLDG Structure,Structure,100862,BLD102456,0213-02 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Stores Building,Building,101720,01. Ground Floor,Floor,101141,BLDG Structure,Structure,100559,BLD100333,0265-01 Stores Building -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 4 - carport,Building,101856,02. Ground Floor,Floor,101296,BLDG Structure,Structure,100714,BLD102377,2090-02 Unit 4 - carport -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Generator Room,Building,101759,01. Ground Floor,Floor,101181,BLDG Structure,Structure,100599,BLD100381,0724-01 Generator Room-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Ambulance Garage,Building,101760,01. Ground Floor,Floor,101182,BLDG Structure,Structure,100600,BLD100319,0135-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Northern Dental Health Centre (NDHC),Site,102142,Oral Health Services,Building,101935,03. Second Floor,Floor,101480,BLDG Structure,Structure,100898,BLD102480,2019-03 Oral Health Services-L2,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Devonport Community Health Centre (DCHC),Site,102113,Community Health Centre,Building,101746,03. Second Floor,Floor,101534,BLDG Structure,Structure,100952,BLD102407,0140-03 Community Health Centre -L2,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,MPSC - (old Ambulance residence),Building,101763,01. Ground Floor,Floor,101185,BLDG Structure,Structure,100603,BLD100335,0241-01 MPSC - (old Ambulance residence)-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 4,Building,101838,01. Ground Floor,Floor,101263,BLDG Structure,Structure,100681,BLD100419,2090-01 Unit 4-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Aged Care Units,Building,101764,01. Ground Floor,Floor,101186,BLDG Structure,Structure,100604,BLD100238,2007-01 Aged Care Units-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Helens District Hospital (SHDH),Site,102190,Unit 2/3,Building,101898,01. Ground Floor,Floor,101371,BLDG Structure,Structure,100789,BLD102351,0883-01 Unit 2 -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Nurses Home,Building,101766,01. Ground Floor,Floor,101188,BLDG Structure,Structure,100606,BLD100300,0039-01 Nurses Home-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Residential Units,Building,101926,01. Ground Floor,Floor,101440,BLDG Structure,Structure,100858,BLD102406,0335-01 Residential Units-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,George Town Hospital Precinct (GTHP),Site,102117,District Hospital,Building,101769,01. Ground Floor,Floor,101191,BLDG Structure,Structure,100609,BLD100336,0254-01 District Hospital-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 3,Building,101839,01. Ground Floor,Floor,101264,BLDG Structure,Structure,100682,BLD100415,2089-01 Unit 3-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 6,Building,101840,01. Ground Floor,Floor,101265,BLDG Structure,Structure,100683,BLD100418,2092-01 Unit 6-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Staff Residence (UTAS),Building,101770,01. Ground Floor,Floor,101192,BLDG Structure,Structure,100610,BLD100392,0856-01 Staff Residence (UTAS)-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Community Health Centre,Building,101678,01. Lower Ground Floor,Floor,101098,BLDG Structure,Structure,100516,BLD100338,0264-01 Community Health Centre-LGF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Main Building,Building,101841,01. Ground Floor,Floor,101266,BLDG Structure,Structure,100684,BLD100413,2086-01 Main Building -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Station (CTMPSCAS),Site,102103,Ambulance Station,Building,101773,01. Ground Floor,Floor,101195,BLDG Structure,Structure,100613,BLD100410,2061-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Residence (0334),Building,101775,01. Ground Floor,Floor,101197,BLDG Structure,Structure,100615,BLD100351,0334-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 5 - carport,Building,101854,02. Ground Floor,Floor,101292,BLDG Structure,Structure,100710,BLD102378,2091-02 Unit 5 - carport -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Community Health Centre,Building,101678,02. Ground Floor,Floor,101331,BLDG Structure,Structure,100749,BLD102542,0264-02 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Serenity House Drug and Alcohol Centre (STYH),Site,102194,Alcohol & Drugs Service,Building,101878,02. First Floor,Floor,101333,BLDG Structure,Structure,100751,BLD102544,0223-02 Alcohol & Drugs Service -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clare House MHS (CHMHS),Site,102162,Consulting rooms,Building,102058,02. First Floor,Floor,101637,BLDG Structure,Structure,101055,BLD102318,0005-02 Consulting rooms -L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Strahan Medical Centre (SMC),Site,102193,Residence,Building,101709,01. Ground Floor,Floor,101130,BLDG Structure,Structure,100548,BLD100374,0694-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Maintenance Shed,Building,101782,01. Ground Floor,Floor,101204,BLDG Structure,Structure,100622,BLD100380,0721-01 Maintenance Shed-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Other Organisations,Site,104887,Hobart Reception Prison,Building,104883,01. Ground Floor,Floor,104870,BLDG Structure,Structure,104857,BLD163002,3006-01 Hobart Reception Prison,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.2,Building,104784,01. Ground Floor,Floor,104796,BLDG Structure,Structure,104823,BLD162972,2108-01 Storage Container No.2,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Parenting Centre (NWRHPC),Site,102098,Parenting Centre (0230),Building,101980,01. Ground Floor,Floor,101542,BLDG Structure,Structure,100960,BLD102272,0230-01 Parenting Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 9 & 10,Building,101958,01. Ground Floor,Floor,101497,BLDG Structure,Structure,100915,BLD102400,0786-01 Residence - Unit 9 & 10,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lauderdale Child Health Clinic (LCHC),Site,102141,Child Health Centre,Building,101968,01. Ground Floor,Floor,101517,BLDG Structure,Structure,100935,BLD102483,0443-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Strahan Medical Centre (SMC),Site,102193,Strahan Medical Centre,Building,101691,01. Ground Floor,Floor,101112,BLDG Structure,Structure,100530,BLD100327,0199-01 Strahan Medical Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lindisfarne Child Health Centre (LINDCHC),Site,102148,Child Health Centre,Building,102029,01. Ground Floor,Floor,101604,BLDG Structure,Structure,101022,BLD102517,0311-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Eureka Clubhouse (ECH),Site,102152,Day Centre,Building,102089,01. Ground Floor,Floor,101672,BLDG Structure,Structure,101090,BLD102307,0612-01 Day Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bothwell Medical Centre (BMC),Site,102093,Ambulance Garage,Building,101975,01. Ground Floor,Floor,101525,BLDG Structure,Structure,100943,BLD102271,0728-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Tullah Ambulance Station (TAS),Site,102201,Ambulance Station,Building,101883,01. Ground Floor,Floor,101342,BLDG Structure,Structure,100760,BLD102547,0626-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Serenity House Drug and Alcohol Centre (STYH),Site,102194,Alcohol & Drugs Service,Building,101878,01. Ground Floor,Floor,101418,BLDG Structure,Structure,100836,BLD102543,0223-01 Alcohol & Drugs Service -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 1,Building,102027,01. Ground Floor,Floor,101602,BLDG Structure,Structure,101020,BLD102512,0552-01 Zone 1 -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton Oral Health Services (SOHS),Site,102184,Oral Health Services,Building,102064,01. Ground Floor,Floor,101643,BLDG Structure,Structure,101061,BLD102538,2078-01 Oral Health Services-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Respiratory Clinic,Building,104778,01. Ground Floor,Floor,104789,BLDG Structure,Structure,104816,BLD162967,2101-01 Respiratory Clicnic,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre  - New build,Building,101851,02. First Floor,Floor,101279,BLDG Structure,Structure,100697,BLD100241,2081-02 Peacock Centre  - New build-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Statton Building,Building,101737,01. Ground Floor,Floor,101158,BLDG Structure,Structure,100576,BLD100372,0662-01 Statton Building-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Residence,Building,101873,01. Ground Floor,Floor,101319,BLDG Structure,Structure,100737,BLD102557,0203-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Store / Workshop,Building,101942,01. Ground Floor,Floor,101469,BLDG Structure,Structure,100887,BLD102451,2071-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Glenora,Building,101954,01. Ground Floor,Floor,101527,BLDG Structure,Structure,100945,BLD102447,2070-01 Glenora-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Dodges Ferry Ambulance Station (DFAS),Site,102115,Ambulance Station,Building,101970,01. Ground Floor,Floor,101519,BLDG Structure,Structure,100937,BLD102277,0803-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Rosebery Community Health Centre (RBCHC),Site,102179,Nurses Home,Building,101800,01. Ground Floor,Floor,101222,BLDG Structure,Structure,100640,BLD100323,0184-01 Nurses Home-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.3,Building,104785,01. Ground Floor,Floor,104797,BLDG Structure,Structure,104824,BLD162975,2109-01 Storage Container No.3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.6,Building,104788,01. Ground Floor,Floor,104800,BLDG Structure,Structure,104827,BLD162980,2112-01 Storage Container No.6,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Ambulance Garage,Building,101918,01. Ground Floor,Floor,101431,BLDG Structure,Structure,100849,BLD102358,0201-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Ambulance Station,Building,102039,01. Ground Floor,Floor,101614,BLDG Structure,Structure,101032,BLD102539,0097-01 Ambulance Station,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Howrah Child Health Centre (HCHC),Site,102133,Child Health Centre,Building,101986,01. Ground Floor,Floor,101551,BLDG Structure,Structure,100969,BLD102453,0116-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ronald McDonald House (RMDH),Site,102126,Ronald McDonald House,Building,101932,01. Ground Floor,Floor,101449,BLDG Structure,Structure,100867,BLD102431,0779-01 Ronald McDonald House-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Store / Workshop,Building,101744,01. Ground Floor,Floor,101165,BLDG Structure,Structure,100583,BLD100373,0711-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bridgewater - Oral Health Clinic (BOHC),Site,102095,Oral Health Services,Building,101987,01. Ground Floor,Floor,101552,BLDG Structure,Structure,100970,BLD102382,0163-01 Oral Health Services-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown UTAS Student Accommodation (QTUA),Site,102175,Student Accommodation,Building,102017,01. Ground Floor,Floor,101591,BLDG Structure,Structure,101009,BLD102332,0192-01 Student Accommodation-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Nubeena Ambulance Station (NAS),Site,102165,Residence,Building,102069,01. Ground Floor,Floor,101648,BLDG Structure,Structure,101066,BLD102320,0778-01 Residence -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Sheffield Ambulance Station (SHFAS),Site,102183,Residence,Building,102005,01. Ground Floor,Floor,101579,BLDG Structure,Structure,100997,BLD102344,0680-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station,Building,102083,01. Ground Floor,Floor,101666,BLDG Structure,Structure,101084,BLD102324,2033-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Parenting Centre (NWRHPC),Site,102098,Parenting Centre (0231),Building,101993,01. Ground Floor,Floor,101558,BLDG Structure,Structure,100976,BLD102273,0231-01 Parenting Centre -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Coles Bay Ambulance Garage (CBAG),Site,102106,Ambulance Garage,Building,101982,01. Ground Floor,Floor,101544,BLDG Structure,Structure,100962,BLD102276,0751-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Oldaker St Clinic MHS (OSCMHS),Site,102114,Mental Health Services,Building,101984,01. Ground Floor,Floor,101549,BLDG Structure,Structure,100967,BLD102408,0575-01 Mental Health Services-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Ulverstone Child Health Centre (UCHC),Site,102204,Child Health Centre,Building,101912,01. Ground Floor,Floor,101411,BLDG Structure,Structure,100829,BLD102551,0221-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,District Hospital,Building,101806,01. Ground Floor,Floor,101229,BLDG Structure,Structure,100647,BLD100365,0591-01 District Hospital-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation  3 x studios (conjoined),Building,104939,Ground Floor,Floor,104945,BLDG Structure,Structure,104951,BLD112041,2100-01 Patient Accommodation 2 x 3 studios (conjoined),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Ulverstone Ambulance Station (UAS),Site,102203,Ambulance Station,Building,101908,01. Ground Floor,Floor,101406,BLDG Structure,Structure,100824,BLD102552,0142-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Services Building,Building,101752,02. Roof,Floor,104805,BLDG Structure,Structure,104832,BLD162982,0349-02 Services Building-RF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Services Building,Building,101752,01. Ground Floor,Floor,101174,BLDG Structure,Structure,100592,BLD100355,0349-01 Services Building -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Ambulance Station,Building,101892,01. Ground Floor,Floor,101356,BLDG Structure,Structure,100774,BLD102555,0202-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Southern Community Equipment Scheme Building,Building,101753,01. Ground Floor,Floor,101175,BLDG Structure,Structure,100593,BLD100356,0348-01 Southern Community Equipment Scheme Building-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.1,Building,104783,01. Ground Floor,Floor,104795,BLDG Structure,Structure,104822,BLD162973,2107-01 Storage Container No.1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Residence (ZSR),Site,102213,Residence (Unit 5),Building,101906,01. Ground Floor,Floor,101403,BLDG Structure,Structure,100821,BLD102357,2054-01 Residence (Unit 5)-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Residence,Building,102004,01. Ground Floor,Floor,101578,BLDG Structure,Structure,100996,BLD102347,2079-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.5,Building,104787,01. Ground Floor,Floor,104799,BLDG Structure,Structure,104826,BLD162981,2111-01 Storage Container No.5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,01. Lower Ground Floor,Floor,101099,BLDG Structure,Structure,100517,BLD100354,0346-01 Peacock Building-LGF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 5 & 6,Building,101965,01. Ground Floor,Floor,101509,BLDG Structure,Structure,100927,BLD102395,0784-01 Residence - Unit 5 & 6,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Child Care Centre,Building,101974,01. Ground Floor,Floor,101523,BLDG Structure,Structure,100941,BLD102449,2069-01 Child Care Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Sheffield Ambulance Station (SHFAS),Site,102183,Ambulance Station,Building,102056,01. Ground Floor,Floor,101634,BLDG Structure,Structure,101052,BLD102342,0679-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,Southern Midlands Rural Health Training Site,Building,104875,01. Ground Floor,Floor,104862,BLDG Structure,Structure,104849,BLD162997,2120-01 Southern Midlands Rural Health Training Site,Active
DoH Tasmania,Organisation,100095,South,Region,100094,North Hobart Child Health Centre (NHCHC),Site,102164,Child Health Centre,Building,101847,01. Ground Floor,Floor,101272,BLDG Structure,Structure,100690,BLD100246,0300-01 Child Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Nubeena Ambulance Station (NAS),Site,102165,Ambulance Station,Building,102038,01. Ground Floor,Floor,101613,BLDG Structure,Structure,101031,BLD102315,0887-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.4,Building,104786,01. Ground Floor,Floor,104798,BLDG Structure,Structure,104825,BLD162976,2110-01 Storage Container No.4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Ambulance Station (HAS),Site,102134,Ambulance Station,Building,101966,01. Ground Floor,Floor,101514,BLDG Structure,Structure,100932,BLD102454,0018-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Moonah Child Health Centre (MCHC),Site,104775,Moonah Child Health Centre,Building,104776,01. Ground Floor,Floor,104793,BLDG Structure,Structure,104820,BLD162993,2116-01 Moonah Child Health Centre,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Ambulance Station,Building,101758,01. Ground Floor,Floor,101180,BLDG Structure,Structure,100598,BLD100366,0604-01 Ambulance Station -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Major Hospital,Building,101989,04. Roof,Floor,104802,BLDG Structure,Structure,104829,BLD162978,0272-04 Major Hospital-RF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Oatlands THS staff residence (OTSR),Site,102168,Residence,Building,102028,01. Ground Floor,Floor,101603,BLDG Structure,Structure,101021,BLD102323,0882-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Strahan Medical Centre (SMC),Site,102193,Ambulance Garage,Building,101721,01. Ground Floor,Floor,101142,BLDG Structure,Structure,100560,BLD100369,0609-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Cambridge Kitchen,Building,104876,01. Ground Floor,Floor,104863,BLDG Structure,Structure,104850,BLD163007,2106-01 Cambridge Kitchen,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1x 2 bedroom units,Building,101997,01. Ground Floor,Floor,101568,BLDG Structure,Structure,100986,BLD102403,0867-01 Patient Accommodation 1x 2 bedroom units-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Ambulance Station (HAS),Site,102134,Ambulance Residence,Building,101956,01. Ground Floor,Floor,101493,BLDG Structure,Structure,100911,BLD102281,0019-01 Ambulance Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 1 & 2,Building,101938,01. Ground Floor,Floor,101461,BLDG Structure,Structure,100879,BLD102401,0782-01 Residence - Unit 1 & 2,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Ulverstone - Oral Health Clinic (UOHC),Site,102202,Oral Health Services,Building,101862,01. Ground Floor,Floor,101302,BLDG Structure,Structure,100720,BLD102548,0340-01 Oral Health Services-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clare House MHS (CHMHS),Site,102162,Administration offices (0005),Building,102031,01. Ground Floor,Floor,101606,BLDG Structure,Structure,101024,BLD102316,0005-01 Administration offices-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Residence (QTAR),Site,102173,Residence,Building,102043,01. Ground Floor,Floor,101619,BLDG Structure,Structure,101037,BLD102333,0191-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clare House MHS (CHMHS),Site,102162,Administration offices (0937),Building,102048,01. Ground Floor,Floor,101624,BLDG Structure,Structure,101042,BLD102319,0937-01 Administration offices-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenorchy Health Centre (GHC),Site,102121,Community Health Centre,Building,101774,04. Roof,Floor,104803,BLDG Structure,Structure,104830,BLD162994,0929-04 Community Health Centre-RF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Gaiety Hall,Building,101824,01. Ground Floor,Floor,101247,BLDG Structure,Structure,100665,BLD100364,0590-01 Gaiety Hall-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown THS  Staff Accommodation (QTSA),Site,102174,Residence,Building,102051,01. Ground Floor,Floor,101629,BLDG Structure,Structure,101047,BLD102536,0194-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Health Physics Calibration Office & Incinerator Shed,Building,101768,01. Ground Floor,Floor,101190,BLDG Structure,Structure,100608,BLD100234,0350-01 Health Physics Calibration Office & Incinerator Shed -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 11 & 12,Building,101972,01. Ground Floor,Floor,101521,BLDG Structure,Structure,100939,BLD102399,0787-01 Residence - Unit 11 & 12,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Residence (ZAR),Site,102212,Residence,Building,101905,01. Ground Floor,Floor,101393,BLDG Structure,Structure,100811,BLD102556,0627-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Dover Ambulance Garage (DAG),Site,102116,Ambulance Garage,Building,101924,01. Ground Floor,Floor,101438,BLDG Structure,Structure,100856,BLD102278,2011-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Paint Shed ,Building,104781,01. Ground Floor,Floor,104792,BLDG Structure,Structure,104819,BLD162992,2104-01 Paint Shed,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 7 & 8,Building,101931,01. Ground Floor,Floor,101448,BLDG Structure,Structure,100866,BLD102398,0785-01 Residence - Unit 7 & 8,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Community Outreach Building,Building,101674,01. Basement,Floor,101094,BLDG Structure,Structure,100512,BLD100353,0347-01 Community Outreach Building-B,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Community Health Centre,Building,101771,01. Ground Floor,Floor,101193,BLDG Structure,Structure,100611,BLD100370,0630-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 3 studios (conjoined),Building,101971,01. Ground Floor,Floor,101520,BLDG Structure,Structure,100938,BLD102404,0868-01 Patient Accommodation 3 studios (conjoined)-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Other Organisations,Site,104887,Huon Regional Care (Dover Building),Building,104881,01. Ground Floor,Floor,104868,BLDG Structure,Structure,104855,BLD163000,3004-01 Huon Regional Care (Dover Building),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Glenora,Building,101954,02. First Floor,Floor,101484,BLDG Structure,Structure,100902,BLD102448,2070-02 Glenora-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Residence - Unit 3 & 4,Building,101988,01. Ground Floor,Floor,101553,BLDG Structure,Structure,100971,BLD102397,0783-01 Residence - Unit 3 & 4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Community Health Centre (HUCHC),Site,102135,Community Health Centre,Building,101772,01. Ground Floor,Floor,101194,BLDG Structure,Structure,100612,BLD100362,0493-01 Community Health Centre-GF,Active
