Functional Location Name L6,Functional Location Type L6,Functional Location Id L6,Functional Location Name L5,Functional Location Type L5,Functional Location Id L5,Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Residence - Units 3 & 4,Building,101927,01. Ground Floor,Floor,101441,BLDG Structure,Structure,100859,BLD102482,0777-01 Residence - Units 3 & 4-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Miena Ambulance Station (MAS),Site,102151,Ambulance Station,Building,102080,01. Ground Floor,Floor,101661,BLDG Structure,Structure,101079,BLD102518,2025-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Garage,Building,102036,01. Ground Floor,Floor,101611,BLDG Structure,Structure,101029,BLD102302,0936-01 Garage-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - E Block,Building,101879,02. Ground Floor,Floor,101343,BLDG Structure,Structure,100761,BLD102592,0119-02 E Block -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - K Block,Building,101860,06. Fourth Floor,Floor,101324,BLDG Structure,Structure,100742,BLD102627,0988-06 K Block -L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - K Block,Building,101860,02. Ground Floor,Floor,101399,BLDG Structure,Structure,100817,BLD102624,0988-02 K Block -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Sub Station/Pump Station,Building,101928,01. Ground Floor,Floor,101442,BLDG Structure,Structure,100860,BLD102474,0775-01 Sub Station/Pump Station-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tolosa Street MHS (TOMHS),Site,102119,Unit 110B,Building,101991,01. Ground Floor,Floor,101556,BLDG Structure,Structure,100974,BLD102413,0635-01 Unit 110B-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Mowbray Ambulance Station (MBAS),Site,102155,Ambulance Garage,Building,102063,01. Ground Floor,Floor,101642,BLDG Structure,Structure,101060,BLD102305,0802-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 1,Building,101940,01. Ground Floor,Floor,101463,BLDG Structure,Structure,100881,BLD102459,0620-01 Unit 1-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 3,Building,101964,01. Ground Floor,Floor,101507,BLDG Structure,Structure,100925,BLD102465,0790-01 Unit 3-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ronald McDonald House (RMDH),Site,102126,Ronald McDonald House,Building,101932,02. First Floor,Floor,101538,BLDG Structure,Structure,100956,BLD102428,0779-02 Ronald McDonald House-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - D Block,Building,101871,07. Fifth Floor,Floor,101360,BLDG Structure,Structure,100778,BLD102590,0118-07 D Block -L5,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston General Hospital,Building,101923,07. Seventh Floor,Floor,101464,BLDG Structure,Structure,100882,BLD102492,0100-07 Launceston General Hospital-L7,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Terry Street MHS (TEMHS),Site,102118,Mental Health Services,Building,101959,03. Second Floor,Floor,101500,BLDG Structure,Structure,100918,BLD102414,0315-03 Mental Health Services-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Vodafone building,Building,101855,06. Sixth Floor,Floor,101294,BLDG Structure,Structure,100712,BLD102373,2084-06 Vodafone building -L6,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Dental Centre (SDC),Site,102160,Warragul Ave Building,Building,102040,01. Ground Floor,Floor,101615,BLDG Structure,Structure,101033,BLD102524,0008-01 Warragul Ave Building-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Hellyer Community Nursing (HCN),Site,104888,Hellyer Community Nursing,Building,104882,01. Ground Floor,Floor,104869,BLDG Structure,Structure,104856,BLD163008,3005-01 Hellyer Community Health Nursing,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Tas Ambulance Station (SRAS),Site,102123,Ambulance Station,Building,101969,02. Mezzanine,Floor,101518,BLDG Structure,Structure,100936,BLD102418,0897-02 Ambulance Station -MEZ,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Ambulance Administration Offices (RASNWA),Site,102102,Car wash,Building,101990,01. Ground Floor,Floor,101555,BLDG Structure,Structure,100973,BLD102275,0049-01 Car wash-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH Forecourt Coffee shop,Building,101874,01. Ground Floor,Floor,101321,BLDG Structure,Structure,100739,BLD102637,0975-01 RHH Forecourt Coffee shop-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Community Hospital,Building,101944,04. Third Floor,Floor,101512,BLDG Structure,Structure,100930,BLD102471,0122-04 Community Hospital-L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tasman Multi Purpose Service Centre Precinct (TMPSCP),Site,102166,B Block,Building,102003,02. Ground Floor,Floor,101577,BLDG Structure,Structure,100995,BLD102529,0485-02 B Block-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Major Hospital,Building,101989,01. Ground Floor,Floor,101554,BLDG Structure,Structure,100972,BLD102396,0272-01 Major Hospital-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Northern Region Ambulance Station (RASN),Site,102144,Northern Regional Office,Building,101945,02. First Floor,Floor,101472,BLDG Structure,Structure,100890,BLD102491,0217-02 Northern Regional Office-L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Lindsay Miller Building,Building,101978,02. First Floor,Floor,101537,BLDG Structure,Structure,100955,BLD102478,2020-02 Lindsay Miller Building-L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,Gym,Building,101722,01. Ground Floor,Floor,101143,BLDG Structure,Structure,100561,BLD100387,0738-01 Gym-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,D Block - Infill building,Building,101895,04. Third Floor,Floor,101397,BLDG Structure,Structure,100815,BLD102564,0121-04 D Block - Infill building-L3,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Northern Community Health Centre (Integrated Care Service),Building,101919,03. Second Floor,Floor,101489,BLDG Structure,Structure,100907,BLD102293,0874-03 Northern Community Health Centre (Integrated Care Service)-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,D Block - Infill building,Building,101895,05. Fourth Floor,Floor,101369,BLDG Structure,Structure,100787,BLD102559,0121-05 D Block - Infill building-L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,Plant Room (Utilities),Building,101723,01. Ground Floor,Floor,101144,BLDG Structure,Structure,100562,BLD100393,0807-01 Plant Room -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,02. Lower Ground Floor,Floor,101402,BLDG Structure,Structure,100820,BLD102566,0114-02 A Block -LGF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,06. Fourth Floor,Floor,101362,BLDG Structure,Structure,100780,BLD102583,0112-06 C Block -L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,03. Ground Floor,Floor,101327,BLDG Structure,Structure,100745,BLD102567,0114-03 A Block -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Wellington Street Child Health Centre,Building,104874,01. Ground Floor,Floor,104861,BLDG Structure,Structure,104848,BLD162998,2119-01 Wellington Street Child Health Centre,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,ADEH Gatehouse,Building,101724,01. Ground Floor,Floor,101145,BLDG Structure,Structure,100563,BLD100388,0737-01 Gate House-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Nelumie Flats Units 19 - 24,Building,102033,01. Ground Floor,Floor,101608,BLDG Structure,Structure,101026,BLD102499,0643-01 Nelumie Flats Units 19 - 24-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - E Block,Building,101879,03. First Floor,Floor,101355,BLDG Structure,Structure,100773,BLD102594,0119-03 E Block -L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,THS - Administration Centre,Building,101934,04. Third Floor,Floor,101490,BLDG Structure,Structure,100908,BLD102288,2072-04 THS - Administration Centre -L3,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Spurr Wing Accommodation,Building,101973,01. Ground Floor,Floor,101522,BLDG Structure,Structure,100940,BLD102487,0224-01 Spurr Wing Accommodation-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,01. Basement,Floor,101398,BLDG Structure,Structure,100816,BLD102562,0114-01 A Block-B,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - E Block,Building,101879,05. Third Floor,Floor,101335,BLDG Structure,Structure,100753,BLD102595,0119-05 E Block -L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - F Block,Building,101859,08. Fifth Floor,Floor,101358,BLDG Structure,Structure,100776,BLD102606,0736-08 F Block -L5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - D Block,Building,101871,01. Lower Ground Floor,Floor,101315,BLDG Structure,Structure,100733,BLD102579,0118-01 D Block -LGF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Ravenswood Community Health Centre (RCHC),Site,102153,Community Health Centre,Building,101705,01. Ground Floor,Floor,101126,BLDG Structure,Structure,100544,BLD100328,0212-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 2,Building,102070,01. Ground Floor,Floor,101649,BLDG Structure,Structure,101067,BLD102513,0648-01 Zone 2-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Oral Health Services,Building,101948,01. Ground Floor,Floor,101475,BLDG Structure,Structure,100893,BLD102461,0338-01 Oral Health Services-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - H Block,Building,101870,07. Fourth Floor,Floor,101344,BLDG Structure,Structure,100762,BLD102613,0113-07 H Block -L4,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Triabunna Station (TBAS),Site,102200,Ambulance Garage,Building,101889,01. Ground Floor,Floor,101352,BLDG Structure,Structure,100770,BLD102545,0625-01 Ambulance Garage-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Triabunna Ambulance Residence (TBAR),Site,102198,Ambulance Residence,Building,101866,01. Ground Floor,Floor,101306,BLDG Structure,Structure,100724,BLD102353,0780-01 Ambulance Residence-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,02. Ground Floor,Floor,101311,BLDG Structure,Structure,100729,BLD102578,0112-02 C Block -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,May Shaw Health Centre (MSHC),Site,102216,Aged Care Units,Building,101915,01. Ground Floor,Floor,101425,BLDG Structure,Structure,100843,BLD102644,0308-01 Aged Care Units-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ronald McDonald House (RMDH),Site,102126,Ronald McDonald House,Building,101932,03. Second Floor,Floor,101476,BLDG Structure,Structure,100894,BLD102434,0779-03 Ronald McDonald House-L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,03. First Floor,Floor,101395,BLDG Structure,Structure,100813,BLD102580,0112-03 C Block -L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,North East Soldiers Memorial Hospital (NESMH),Site,102096,Day Centre & UTAS Student Accommodation,Building,101831,01. Ground Floor,Floor,101255,BLDG Structure,Structure,100673,BLD100318,0137-01 Day Centre & UTAS Student Accommodation -GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,08. Fifth Floor,Floor,101339,BLDG Structure,Structure,100757,BLD102569,0114-08 A Block -L5,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - K Block,Building,101860,01. Lower Ground Floor,Floor,101386,BLDG Structure,Structure,100804,BLD102626,0988-01 K Block -LGF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Nelumie Flats Units 7- 12,Building,102041,01. Ground Floor,Floor,101616,BLDG Structure,Structure,101034,BLD102500,0641-01 Nelumie Flats Units 7- 12-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Residence - Units 1 & 2,Building,101925,01. Ground Floor,Floor,101439,BLDG Structure,Structure,100857,BLD102476,0776-01 Residence - Units 1 & 2-GF,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - H Block,Building,101870,04. First Floor,Floor,101407,BLDG Structure,Structure,100825,BLD102611,0113-04 H Block -L1,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - F Block,Building,101859,06. Third Floor,Floor,101326,BLDG Structure,Structure,100744,BLD102603,0736-06 F Block -L3,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Walker House Parenting Centre (WHPC),Site,102154,Parenting Centre,Building,102081,01. Ground Floor,Floor,101662,BLDG Structure,Structure,101080,BLD102519,0227-01 Parenting Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Northern Community Health Centre (Integrated Care Service),Building,101919,04. Third Floor,Floor,101494,BLDG Structure,Structure,100912,BLD102291,0874-04 Northern Community Health Centre (Integrated Care Service)-L3,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,12. Ninth Floor,Floor,101404,BLDG Structure,Structure,100822,BLD102577,0114-12 A Block -L9,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston General Hospital,Building,101923,05. Fifth Floor,Floor,101467,BLDG Structure,Structure,100885,BLD102489,0100-05 Launceston General Hospital-L5,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Other Organisations,Site,104886,Ashley Youth Detention Centre,Building,104878,01. Ground Floor,Floor,104865,BLDG Structure,Structure,104852,BLD163009,3001-01 Ashley Youth Detention Centre,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island  Doctor/Nurses' Residence (FIMPSCNR),Site,102208,Residence,Building,101881,01. Ground Floor,Floor,101338,BLDG Structure,Structure,100756,BLD102553,0236-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,THS - Administration Centre,Building,101934,03. Second Floor,Floor,101516,BLDG Structure,Structure,100934,BLD102287,2072-03 THS - Administration Centre -L2,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,D Block - Infill building,Building,101895,01. Ground Floor,Floor,101372,BLDG Structure,Structure,100790,BLD102558,0121-01 D Block - Infill building-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston General Hospital,Building,101923,01. First Floor,Floor,101468,BLDG Structure,Structure,100886,BLD102484,0100-01 Launceston General Hospital-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Residence (0517),Building,101877,01. Ground Floor,Floor,101330,BLDG Structure,Structure,100748,BLD102643,0517-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Helens Ambulance Station (SHAS),Site,102189,Ambulance Station,Building,102006,01. Ground Floor,Floor,101580,BLDG Structure,Structure,100998,BLD102541,0257-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,Day Centre,Building,101739,01. Ground Floor,Floor,101160,BLDG Structure,Structure,100578,BLD100313,0124-01 Day Centre -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,Ambulance Residence,Building,101740,01. Ground Floor,Floor,101161,BLDG Structure,Structure,100579,BLD100315,0126-01 Ambulance Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,District Hospital,Building,101741,01. Ground Floor,Floor,101162,BLDG Structure,Structure,100580,BLD100311,0123-01 District Hospital-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,Ambulance Station,Building,101755,01. Ground Floor,Floor,101177,BLDG Structure,Structure,100595,BLD100317,0125-01 Ambulance Station-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Residence (330),Building,101761,01. Ground Floor,Floor,101183,BLDG Structure,Structure,100601,BLD100350,0330-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Pump house,Building,101725,01. Ground Floor,Floor,101146,BLDG Structure,Structure,100564,BLD100379,0716-01 Pump house-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Garage,Building,101727,01. Ground Floor,Floor,101148,BLDG Structure,Structure,100566,BLD100406,0970-01 Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Burnie Community Health Service (BCHS),Site,102097,Services Building,Building,101732,02. First Floor,Floor,101510,BLDG Structure,Structure,100928,BLD102383,0229-02 Services Building -L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Health Centre,Building,101852,02. First Floor,Floor,101501,BLDG Structure,Structure,100919,BLD102379,0132-02 Health Centre-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Burnie Community Health Service (BCHS),Site,102097,Store / Workshop,Building,101729,01. Ground Floor,Floor,101150,BLDG Structure,Structure,100568,BLD100371,0706-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Multipurpose Service Centre,Building,101730,01. Ground Floor,Floor,101151,BLDG Structure,Structure,100569,BLD100357,0439-01 Multipurpose Service Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine UTAS accommodation (DDHCUA),Site,102111,Residence - UTAS,Building,101731,01. Ground Floor,Floor,101152,BLDG Structure,Structure,100570,BLD100399,0863-01 Residence - UTAS-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Burnie Community Health Service (BCHS),Site,102097,Services Building,Building,101732,01. Ground Floor,Floor,101153,BLDG Structure,Structure,100571,BLD100332,0229-01 Services Building -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Cape Barren Island Health Centre,Building,104877,01. Ground Floor,Floor,104864,BLDG Structure,Structure,104851,BLD162996,3000-01 Cape Barren Island Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,James Muir Community Health Centre (JMCHC),Site,102211,Community Health Centre,Building,101711,01. Ground Floor,Floor,101132,BLDG Structure,Structure,100550,BLD100337,0246-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Longford Community Health Centre (LFCHC),Site,102149,Community Health Centre,Building,101842,01. Ground Floor,Floor,101267,BLDG Structure,Structure,100685,BLD100391,0862-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Child Care Centre,Building,101692,01. Ground Floor,Floor,101113,BLDG Structure,Structure,100531,BLD100339,0267-01 Child Care Centre-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Residence - UTAS,Building,101693,01. Ground Floor,Floor,101114,BLDG Structure,Structure,100532,BLD100341,0266-01 Residence - UTAS-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,District Hospital,Building,101734,01. Ground Floor,Floor,101155,BLDG Structure,Structure,100573,BLD100348,0332-01 District Hospital -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Westbury Community Health Centre (WCHC),Site,102207,Garage,Building,101712,01. Ground Floor,Floor,101133,BLDG Structure,Structure,100551,BLD100385,0753-01 Garage-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Residence (329),Building,101735,01. Ground Floor,Floor,101156,BLDG Structure,Structure,100574,BLD100347,0329-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 1,Building,101835,01. Ground Floor,Floor,101260,BLDG Structure,Structure,100678,BLD100417,2087-01 Unit 1-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Devonport Community Health Centre (DCHC),Site,102113,Community Health Centre,Building,101746,02. First Floor,Floor,101499,BLDG Structure,Structure,100917,BLD102409,0140-02 Community Health Centre -L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 5,Building,101836,01. Ground Floor,Floor,101261,BLDG Structure,Structure,100679,BLD100414,2091-01 Unit 5-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Health Centre,Building,101852,01. Ground Floor,Floor,101290,BLDG Structure,Structure,100708,BLD100316,0132-01 Health Centre -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,District Hospital Services Building,Building,101682,01. Ground Floor,Floor,101169,BLDG Structure,Structure,100587,BLD100233,0333-01 District Hospital  Services Building-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Station (CTMPSCAS),Site,102103,Ambulance Residence,Building,101742,01. Ground Floor,Floor,101163,BLDG Structure,Structure,100581,BLD100408,2004-01 Ambulance Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Nurses Home,Building,101743,02. First Floor,Floor,101569,BLDG Structure,Structure,100987,BLD102380,0133-02 Nurses Home -L1,Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Store / Workshop,Building,101715,01. Ground Floor,Floor,101136,BLDG Structure,Structure,100554,BLD100340,0268-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Nurses Home,Building,101743,01. Ground Floor,Floor,101164,BLDG Structure,Structure,100582,BLD100314,0133-01 Nurses Home -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Central Coast Community Health Centre (CCCHC),Site,102206,Community Health Centre,Building,101713,02. First Floor,Floor,101394,BLDG Structure,Structure,100812,BLD102549,0222-02 Community Health Centre-L1,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 2,Building,101837,01. Ground Floor,Floor,101262,BLDG Structure,Structure,100680,BLD100416,2088-01 Unit 2-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Garage & Workshop,Building,101747,01. Ground Floor,Floor,101168,BLDG Structure,Structure,100586,BLD100383,0723-01 Garage & Workshop-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Store / Workshop,Building,101748,01. Ground Floor,Floor,101170,BLDG Structure,Structure,100588,BLD100295,0041-01 Store / Workshop-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,MPSC - (old Ambulance station),Building,101920,01. Ground Floor,Floor,101434,BLDG Structure,Structure,100852,BLD102394,0240-01 Old Ambulance station-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Admin & Allied Health,Building,101750,01. Ground Floor,Floor,101172,BLDG Structure,Structure,100590,BLD100320,0134-01 Admin & Allied Health -GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Residence (331),Building,101751,01. Ground Floor,Floor,101173,BLDG Structure,Structure,100591,BLD100343,0331-01 Residence-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Westbury Community Health Centre (WCHC),Site,102207,Community Health Centre,Building,101717,01. Ground Floor,Floor,101138,BLDG Structure,Structure,100556,BLD100345,0325-01 Community Health Centre-GF,Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Shed,Building,101857,02. Ground Floor,Floor,101297,BLDG Structure,Structure,100715,BLD102376,2086-02 Shed -GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Kings Meadows Community Health Centre (KMCHC),Site,102137,Joan Marshall Building,Building,101697,01. Ground Floor,Floor,101118,BLDG Structure,Structure,100536,BLD100331,0214-01 Joan Marshall Building-GF,Active
DoH Tasmania,Organisation,100095,North,Region,100092,Westbury Community Health Centre (WCHC),Site,102207,Shed,Building,101719,01. Ground Floor,Floor,101140,BLDG Structure,Structure,100558,BLD100384,0755-01 Shed-GF,Active
