Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Staff and Student Accommodation,Building,101810,BLD163104,SDHP Staff and Student Accommodation (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,Old Matron's Flat,Building,101788,BLD163351,NNDHCHC Old Matron's Flat (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Nurses Home,Building,101766,BLD163085,CTMPSC Nurses Home (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 4,Building,101838,BLD163386,KIDHR Unit 4 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Mowbray - Oral Health & Child Health Clinic (MOH&CHC),Site,102156,Oral Health & Child Health Clinic,Building,102013,BLD163346,MOH&CHC Oral Health & Child Health Clinic (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Temporary Bld above Entrance RHHRedevelopment,Building,101913,BLD163326,RHHP Temporary Bld above Entrance RHHRedevelopment (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Sub Station (0344),Building,102023,BLD163394,SJP Sub Station (0344) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Strahan Medical Centre (SMC),Site,102193,Strahan Medical Centre,Building,101691,BLD163146,SMC Strahan Medical Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Northern Dental Health Centre (NDHC),Site,102142,Oral Health Services,Building,101935,BLD163344,NDHC Oral Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 2,Building,101837,BLD163363,KIDHR Unit 2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midwifery Group Practice (MGP),Site,102120,Midwifery Group,Building,101726,BLD163186,MGP  Midwifery Group (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Dental Centre (SDC),Site,102160,Oral Health Admin Office (45 NewTownRd),Building,102079,BLD163083,SDC Oral Health Admin Office  (45 NewTownRd) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 1,Building,101868,BLD163337,FIMPSC Unit 1 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Community Mental Health Services (SCMHS),Site,102132,Mistral Place,Building,101943,BLD163222,SCMHS Mistral Place (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Karingal Workshop,Building,101826,BLD163138,SJP Karingal Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Store / Workshop,Building,101783,BLD163088,SJP Store / Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,"Transport Compound, Workshop, Wash Bay, Store",Building,102010,BLD163409,"(SJP) Transport Compound, Workshop, Wash Bay, Store (BUILDING)",Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Sub Station Karingal,Building,102001,BLD163316,SJP Sub Station Karingal (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Sub Station,Building,102032,BLD163105,SDHP Sub Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Store / Workshop,Building,101715,BLD163173,SMCHC Store / Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Tyenna Units,Building,101825,BLD163217,MBR Tyenna Units (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Store / Workshop,Building,101942,BLD163359,GLA Store / Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Rosebery Community Health Centre (RBCHC),Site,102179,Nurses Home,Building,101800,BLD163142,RBCHC Nurses Home (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Health Physics Calibration Office & Incinerator Shed,Building,101768,BLD163208,RPTC Health Physics Calibration Office & Incinerator Shed (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Helipad,Building,101872,BLD163336,MCHP Helipad (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Walker House Parenting Centre (WHPC),Site,102154,Parenting Centre,Building,102081,BLD163156,WHPC Parenting Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tolosa Street MHS (TOMHS),Site,102119,Unit 110A,Building,101961,BLD163227,TOMHS Unit 110A (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 2,Building,101998,BLD163283,MCHP Unit 2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Karingal Building,Building,101695,BLD163376,SJP Karingal Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Acton Hub (ACNH),Site,102099,Oral Health Services,Building,101950,BLD163343,ACNH Oral Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Residence,Building,101795,BLD163380,MBR Millbrook Rise - Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 1,Building,101940,BLD163230,MCHP Unit 1 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Parenting Centre (NWRHPC),Site,102098,Parenting Centre (0230),Building,101980,BLD163159,NWRHPC Parenting Centre (0230) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 3,Building,101964,BLD163284,MCHP Unit 3 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Lindsay Miller Building,Building,101978,BLD163345,LGHP Lindsay Miller Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Terry Street MHS (TEMHS),Site,102118,Mental Health Services,Building,101959,BLD163184,TEMHS Mental Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Nurse's Home 1,Building,102088,BLD163108,LGHP Nurse's Home 1 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 3,Building,101784,BLD163293,CHCHC Unit 3 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,John L Grove Building,Building,102000,BLD163110,LGHP John L Grove Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Store / Workshop,Building,101748,BLD163089,CTMPSC Store / Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,West Coast District Hospital (WCDH),Site,102176,Maintenance Shed,Building,101782,BLD163249,WCDH Maintenance Shed (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 4,Building,101917,BLD163309,FIMPSC Unit 4 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston - Birthing Centre Inc,Building,101963,BLD163259,LGHP Launceston - Birthing Centre Inc (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton Oral Health Services (SOHS),Site,102184,Oral Health Services,Building,102064,BLD163355,SOHS Oral Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 6,Building,101840,BLD163369,KIDHR Unit 6 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Unit 5,Building,101952,BLD163287,MCHP Unit 5 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Holman Clinic Patient & Student Accom & Spurr Wing,Building,102046,BLD163299,LGHP Holman Clinic Patient & Student Accom & Spurr Wing (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,Multipurpose Service Centre,Building,101730,BLD163206,CTMPSC Multipurpose Service Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Laundry / Store rooms,Building,101823,BLD163177,CHCHC Laundry / Store rooms (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 2,Building,101864,BLD163311,FIMPSC Unit 2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Sub Station (0926),Building,101702,BLD163392, SJP Sub Station  (0926) (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tolosa Street MHS (TOMHS),Site,102119,Unit 110C,Building,101976,BLD163233,TOMHS Unit 110C (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Unit 5,Building,101836,BLD163387,KIDHR Unit 5 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Staff Residence (UTAS),Building,101770,BLD163297,KIDHCHC Staff Residence  (UTAS) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island - Residence complex (KIDHR),Site,102218,Main Building,Building,101841,BLD163385,KIDHR Main Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bridgewater - Oral Health Clinic (BOHC),Site,102095,Oral Health Services,Building,101987,BLD163134,BOHC Oral Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Oldaker St Clinic MHS (OSCMHS),Site,102114,Mental Health Services,Building,101984,BLD163223,OSCMHS Mental Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Transport Admin Office,Building,101818,BLD163199,SJP Transport Admin Office (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Kings Meadows Community Health Centre (KMCHC),Site,102137,Joan Marshall Building,Building,101697,BLD163150,KMCHC Joan Marshall Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,THS - Administration Centre,Building,101934,BLD163356,LGHP THS - Administration Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Parenting Centre (NWRHPC),Site,102098,Parenting Centre (0231),Building,101993,BLD163388,NWRHPC Parenting Centre (0231) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Helipad,Building,101983,BLD163327,NWRHP Helipad (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Nelumie Flats Units 13 - 18,Building,102072,BLD163235,LGHP Nelumie Flats Units 13 - 18 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 1,Building,101796,BLD163290,CHCHC Unit 1 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Multipurpose Service Centre,Building,101858,BLD163163,FIMPSC Multipurpose Service Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Dental Centre (SDC),Site,102160,Training rooms,Building,102009,BLD163214,SDC Training rooms (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,MPSC - (old Ambulance station),Building,101920,BLD163164,CTMPSC MPSC -  (old Ambulance station) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Nelumie Flats Units 7- 12,Building,102041,BLD163234,LGHP Nelumie Flats Units 7- 12 (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Unit 3,Building,101865,BLD163310,FIMPSC Unit 3 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown UTAS Student Accommodation (QTUA),Site,102175,Student Accommodation,Building,102017,BLD163143,QTUA Student Accommodation (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,North East Soldiers Memorial Hospital (NESMH),Site,102096,Store / Workshop,Building,102087,BLD163296,NESMH Store / Workshop (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Helens District Hospital (SHDH),Site,102190,Unit 2/3,Building,101898,BLD163305,SHDH Unit 2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Sub Station (0925),Building,101787,BLD163195,SJP Sub Station (0925) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Northern Community Health Centre (Integrated Care Service),Building,101919,BLD163303,LGHP Northern Community Health Centre  (Integrated Care Service) (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Unit 4,Building,101817,BLD163294,CHCHC Unit 4 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Transport Galvanised Shed,Building,102018,BLD163322,SJP Transport Galvanised Shed (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Wellington Centre,Building,101887,BLD163360,RHHP Wellington Centre (2085)(BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,McDougall Building,Building,101675,BLD163207,RPTC McDougall Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Kitchen Store Shed,Building,101799,BLD163250,SJP Kitchen Store Shed (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Sub Station (0342),Building,102037,BLD163393, SJP Sub Station (0342) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Multipurpose Service Centre (CTMPSC),Site,102105,MPSC - (old Ambulance residence),Building,101763,BLD163165,CTMPSC MPSC -  (old Ambulance residence) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,Ambulance Residence,Building,101740,BLD163021,DDH Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Ambulance Garage,Building,101760,BLD163023,BDHC Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Ambulance Station,Building,101892,BLD163026,ZAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Station (CTMPSCAS),Site,102103,Ambulance Station,Building,101773,BLD163073,CTMPSCAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bothwell Medical Centre (BMC),Site,102093,Ambulance Garage,Building,101975,BLD163049,BMC Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Residence (CTMPSCAR),Site,102104,Residence,Building,101955,BLD163027,CTMPSCAR Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,George Town Hospital Precinct (GTHP),Site,102117,Ambulance Station,Building,101736,BLD163029,GTHP Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 5 Entrance,Building,102085,BLD163041,RFC Zone 5 Entrance (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Mowbray Ambulance Station (MBAS),Site,102155,Ambulance Garage,Building,102063,BLD163059,MBAS Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Triabunna Ambulance Residence (TBAR),Site,102198,Ambulance Residence,Building,101866,BLD163052,TBAR Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,Vodafone building,Building,101855,BLD163077,RHHP Vodafone building (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Northern Region Ambulance Station (RASN),Site,102144,Ambulance Station,Building,101979,BLD163028,RASN Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Southern Tas Ambulance Station (SRAS),Site,102123,Ambulance Station,Building,101969,BLD163064,SRAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk Ambulance Station (NNAS),Site,102159,Ambulance Station,Building,101816,BLD163065,NNAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Dodges Ferry Ambulance Station (DFAS),Site,102115,Ambulance Station,Building,101970,BLD163056,DFAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Residence (ZAR),Site,102212,Residence,Building,101905,BLD163037,ZAR Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Ambulance Garage,Building,101918,BLD163024,ZAS Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Swansea Ambulance Garage (SAG),Site,102196,Ambulance Garage,Building,101902,BLD163069,SAG Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Ambulance Station,Building,101758,BLD163032,BICHCP Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Hobart Private Hospital (HPH),Site,102124,Private Hospital (G Block),Building,101929,BLD163048,HPH Private Hospital (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Sheffield Ambulance Station (SHFAS),Site,102183,Residence,Building,102005,BLD163043,SHFAS Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Sheffield Ambulance Station (SHFAS),Site,102183,Ambulance Station,Building,102056,BLD163042,SHFAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Zeehan Ambulance Station (ZAS),Site,102214,Residence,Building,101873,BLD163025,ZAS Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Ambulance Station (HAS),Site,102134,Ambulance Station,Building,101966,BLD163016,HAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station,Building,102083,BLD163076,QTAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station(Garage),Building,102057,BLD163411,(QTAS) Ambulance Station(Garage) (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Scottsdale Ambulance Station (SDAS),Site,102181,Ambulance Station,Building,102007,BLD163060,SDAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Ambulance Administration Offices (RASNWA),Site,102102,Car wash,Building,101990,BLD163019,RASNWA Car wash (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Helens Ambulance Station (SHAS),Site,102189,Ambulance Station,Building,102006,BLD163030,SHAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Triabunna Station (TBAS),Site,102200,Ambulance - building vacant for disposal,Building,101914,BLD163047,TBAS Ambulance - building vacant for disposal (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Strahan Medical Centre (SMC),Site,102193,Ambulance Garage,Building,101721,BLD163034,SMC Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Sorell Ambulance Station (SAS),Site,102186,Ambulance Garage,Building,102016,BLD163045,SAS Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Ambulance Station,Building,102039,BLD163015,SDHP Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Triabunna Station (TBAS),Site,102200,Ambulance Garage,Building,101889,BLD163035,TBAS Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Queenstown Ambulance Station (QTAS),Site,102172,Ambulance Station (Garage),Building,102061,BLD163415,(QTAS) Ambulance Station (Garage) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Ambulance Station (RASNW),Site,102101,Regional Office,Building,101937,BLD163017,RASNW Regional Office (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Ambulance Station,Building,101930,BLD163050,MCHP Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Dover Ambulance Garage (DAG),Site,102116,Ambulance Garage,Building,101924,BLD163067,DAG Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk Ambulance Station (NNAS),Site,102159,Ambulance Residence,Building,101777,BLD163070,NNAS Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 4 (Day Centre),Building,102067,BLD163040,RFC Zone 4  (Day Centre) (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Kingston Ambulance Station (KAS),Site,102139,Ambulance Station,Building,101756,BLD163014,KAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,George Town Hospital Precinct (GTHP),Site,102117,Ambulance Residence,Building,101733,BLD163054,GTHP Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Residence (CTMPSCAR),Site,102104,Carport,Building,101947,BLD163058,CTMPSCAR Carport (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Campbell Town Ambulance Station (CTMPSCAS),Site,102103,Ambulance Residence,Building,101742,BLD163068,CTMPSCAS Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Coles Bay Ambulance Garage (CBAG),Site,102106,Ambulance Garage,Building,101982,BLD163053,CBAG Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 2,Building,102070,BLD163038,RFC Zone 2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Ambulance Tas Regional Office (ATRO),Site,102122,Communications Centre,Building,101939,BLD163044,RASS Communications Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Scottsdale Ambulance Station (SDAS),Site,102181,Carport,Building,102062,BLD163062,SDAS Carport (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Nubeena Ambulance Station (NAS),Site,102165,Residence,Building,102069,BLD163051,NAS Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Spring Bay Community Health Centre (SBCHC),Site,102197,Ambulance Station,Building,101708,BLD163072,SBCHC Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Miena Ambulance Station (MAS),Site,102151,Ambulance Station,Building,102080,BLD163066,MAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Nubeena Ambulance Station (NAS),Site,102165,Ambulance Station,Building,102038,BLD163063,NAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Deloraine District Hospital (DDH),Site,102112,Ambulance Station,Building,101755,BLD163020,DDH Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 1,Building,102027,BLD163033,RFC Zone 1 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,BUPA building  25 Argyle Street Hobart,Building,101897,BLD163079,RHHP BUPA building  25 Argyle Street Hobart (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Scottsdale Ambulance Station (SDAS),Site,102181,Garage,Building,102020,BLD163061,SDAS Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Helens Ambulance Station (SHAS),Site,102189,Residence,Building,102074,BLD163082,SHAS Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Mowbray Ambulance Station (MBAS),Site,102155,Ambulance Station,Building,102068,BLD163055,MBAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Longford Ambulance Station (LAS),Site,102150,Ambulance Station,Building,102082,BLD163057,LAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Ambulance Station (HAS),Site,102134,Ambulance Residence,Building,101956,BLD163018,HAS Ambulance Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Sorell Ambulance Station (SAS),Site,102186,Ambulance Station,Building,102011,BLD163031,SAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Ambulance Garage (MAG),Site,102167,Ambulance Garage,Building,102050,BLD163046,MAG Ambulance Garage (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Roy Fagan Centre (RFC),Site,102146,Zone 3,Building,102030,BLD163039,RFC Zone 3 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Residence,Building,102004,BLD163074,SDHP Residence (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Ulverstone Ambulance Station (UAS),Site,102203,Ambulance Station,Building,101908,BLD163022,UAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Tullah Ambulance Station (TAS),Site,102201,Ambulance Station,Building,101883,BLD163036,TAS Ambulance Station (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Child Care Centre,Building,101962,BLD163348,LGHP Child Care Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lindisfarne Child Health Centre (LINDCHC),Site,102148,Child Health Centre,Building,102029,BLD163182,LINDCHC Child Health Centre (BUILDING),Active
